outlet,url,fetch_status,parse_error,discovery_channels
pravda,https://www.pravda.com.ua/news/2023/06/03/7405111/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/03/7405113/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/03/7405117/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/03/7405123/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/04/7405233/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/05/7405361/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/06/7405641/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/06/7405644/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/06/7405657/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/06/7405664/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405675/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405676/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405677/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405679/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405682/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405684/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405690/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405698/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405716/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405719/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405721/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405741/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405746/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405794/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/07/7405833/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405839/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405871/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405882/,429,,day_archive
